,datetime,price,growing_rate
0,2021-07-16 09:25:00,19.02,0.0
1,2021-07-16 09:30:00,19.09,0.003680336487907443
2,2021-07-16 09:30:00,19.03,-0.0031430068098480257
3,2021-07-16 09:30:00,19.05,0.0010509721492379942
4,2021-07-16 09:30:00,19.04,-0.0005249343832022246
5,2021-07-16 09:30:00,19.02,-0.0010504201680672232
6,2021-07-16 09:30:00,19.05,0.001577287066246047
7,2021-07-16 09:30:00,19.07,0.0010498687664042272
8,2021-07-16 09:30:00,19.03,-0.002097535395909733
9,2021-07-16 09:30:00,19.04,0.0005254860746188861
10,2021-07-16 09:30:00,19.04,0.0
11,2021-07-16 09:30:00,19.03,-0.0005252100840335006
12,2021-07-16 09:30:00,19.04,0.0005254860746188861
13,2021-07-16 09:30:00,19.05,0.0005252100840336116
14,2021-07-16 09:30:00,19.05,0.0
15,2021-07-16 09:30:00,19.05,0.0
16,2021-07-16 09:30:00,19.05,0.0
17,2021-07-16 09:31:00,19.05,0.0
18,2021-07-16 09:31:00,19.05,0.0
19,2021-07-16 09:31:00,19.07,0.0010498687664042272
20,2021-07-16 09:31:00,19.07,0.0
21,2021-07-16 09:31:00,19.07,0.0
22,2021-07-16 09:31:00,19.07,0.0
23,2021-07-16 09:31:00,19.07,0.0
24,2021-07-16 09:31:00,19.1,0.0015731515469323831
25,2021-07-16 09:31:00,19.1,0.0
26,2021-07-16 09:31:00,19.1,0.0
27,2021-07-16 09:32:00,19.12,0.0010471204188482464
28,2021-07-16 09:32:00,19.13,0.0005230125523012497
29,2021-07-16 09:32:00,19.1,-0.001568217459487542
30,2021-07-16 09:32:00,19.1,0.0
31,2021-07-16 09:32:00,19.1,0.0
32,2021-07-16 09:32:00,19.1,0.0
33,2021-07-16 09:32:00,19.1,0.0
34,2021-07-16 09:32:00,19.11,0.0005235602094240122
35,2021-07-16 09:32:00,19.13,0.0010465724751438366
36,2021-07-16 09:32:00,19.13,0.0
37,2021-07-16 09:32:00,19.13,0.0
38,2021-07-16 09:33:00,19.13,0.0
39,2021-07-16 09:33:00,19.12,-0.000522739153162477
40,2021-07-16 09:33:00,19.11,-0.0005230125523013607
