datetime,price,vol,B/S,order
2021-07-09 09:25:00,19.38,69,2,0
2021-07-09 09:30:00,19.38,30,1,1
2021-07-09 09:30:00,19.38,30,1,2
2021-07-09 09:30:00,19.31,89,1,3
2021-07-09 09:30:00,19.31,18,1,4
2021-07-09 09:30:00,19.31,3,1,5
2021-07-09 09:30:00,19.3,4,0,6
2021-07-09 09:30:00,19.28,8,1,7
2021-07-09 09:30:00,19.28,5,1,8
2021-07-09 09:30:00,19.28,8,1,9
2021-07-09 09:30:00,19.27,1,1,10
2021-07-09 09:30:00,19.23,2,1,11
2021-07-09 09:30:00,19.24,4,0,12
2021-07-09 09:30:00,19.27,4,0,13
2021-07-09 09:30:00,19.22,6,1,14
2021-07-09 09:30:00,19.21,2,1,15
2021-07-09 09:30:00,19.21,49,1,16
2021-07-09 09:30:00,19.21,12,1,17
2021-07-09 09:31:00,19.22,38,0,18
2021-07-09 09:31:00,19.22,7,1,19
2021-07-09 09:31:00,19.22,7,0,20
2021-07-09 09:31:00,19.27,17,0,21
2021-07-09 09:31:00,19.22,58,1,22
2021-07-09 09:31:00,19.21,86,1,23
2021-07-09 09:31:00,19.21,27,0,24
2021-07-09 09:31:00,19.21,33,0,25
2021-07-09 09:31:00,19.21,5,0,26
2021-07-09 09:31:00,19.18,26,1,27
2021-07-09 09:31:00,19.16,39,1,28
2021-07-09 09:31:00,19.16,15,0,29
2021-07-09 09:31:00,19.15,21,1,30
2021-07-09 09:31:00,19.15,22,0,31
2021-07-09 09:31:00,19.15,21,0,32
2021-07-09 09:31:00,19.14,5,1,33
2021-07-09 09:31:00,19.13,13,1,34
2021-07-09 09:31:00,19.15,22,0,35
2021-07-09 09:32:00,19.11,8,1,36
2021-07-09 09:32:00,19.14,2,0,37
2021-07-09 09:32:00,19.18,114,0,38
2021-07-09 09:32:00,19.2,26,0,39
2021-07-09 09:32:00,19.2,1,0,40
2021-07-09 09:32:00,19.2,1,1,41
2021-07-09 09:32:00,19.21,32,0,42
2021-07-09 09:32:00,19.21,3,1,43
2021-07-09 09:32:00,19.21,19,1,44
2021-07-09 09:32:00,19.21,2,1,45
2021-07-09 09:32:00,19.28,5,0,46
2021-07-09 09:33:00,19.28,4,0,47
2021-07-09 09:33:00,19.28,22,0,48
2021-07-09 09:33:00,19.26,71,1,49
2021-07-09 09:33:00,19.26,1,0,50
2021-07-09 09:33:00,19.22,5,1,51
2021-07-09 09:33:00,19.21,6,1,52
2021-07-09 09:33:00,19.21,83,0,53
2021-07-09 09:33:00,19.21,13,0,54
2021-07-09 09:33:00,19.21,10,0,55
2021-07-09 09:33:00,19.21,3,0,56
2021-07-09 09:33:00,19.2,7,1,57
2021-07-09 09:33:00,19.2,7,0,58
2021-07-09 09:33:00,19.2,20,0,59
2021-07-09 09:34:00,19.19,6,1,60
2021-07-09 09:34:00,19.17,38,1,61
2021-07-09 09:34:00,19.17,1,0,62
2021-07-09 09:34:00,19.18,14,0,63
2021-07-09 09:34:00,19.18,27,0,64
2021-07-09 09:34:00,19.16,7,1,65
2021-07-09 09:34:00,19.16,22,0,66
2021-07-09 09:34:00,19.13,84,1,67
2021-07-09 09:34:00,19.15,4,0,68
2021-07-09 09:34:00,19.13,38,1,69
2021-07-09 09:34:00,19.13,10,1,70
2021-07-09 09:34:00,19.15,2,2,71
2021-07-09 09:35:00,19.15,3,1,72
2021-07-09 09:35:00,19.15,2,0,73
2021-07-09 09:35:00,19.14,31,1,74
2021-07-09 09:35:00,19.14,5,1,75
2021-07-09 09:35:00,19.14,25,1,76
2021-07-09 09:35:00,19.15,4,0,77
2021-07-09 09:35:00,19.15,25,0,78
2021-07-09 09:35:00,19.15,2,0,79
2021-07-09 09:35:00,19.14,7,1,80
2021-07-09 09:35:00,19.14,6,1,81
2021-07-09 09:35:00,19.14,13,1,82
2021-07-09 09:35:00,19.14,4,0,83
2021-07-09 09:35:00,19.14,9,0,84
2021-07-09 09:35:00,19.14,11,0,85
2021-07-09 09:35:00,19.14,3,0,86
2021-07-09 09:35:00,19.15,5,0,87
2021-07-09 09:36:00,19.15,1,1,88
2021-07-09 09:36:00,19.15,18,1,89
2021-07-09 09:36:00,19.16,673,0,90
2021-07-09 09:36:00,19.17,8,0,91
2021-07-09 09:36:00,19.18,16,0,92
2021-07-09 09:36:00,19.18,46,0,93
2021-07-09 09:36:00,19.18,7,1,94
2021-07-09 09:36:00,19.19,31,0,95
2021-07-09 09:36:00,19.19,4,0,96
2021-07-09 09:36:00,19.19,10,0,97
2021-07-09 09:36:00,19.19,1,0,98
2021-07-09 09:36:00,19.19,5,1,99
2021-07-09 09:36:00,19.2,35,0,100
2021-07-09 09:36:00,19.2,15,0,101
2021-07-09 09:36:00,19.19,3,1,102
2021-07-09 09:36:00,19.2,2,0,103
2021-07-09 09:37:00,19.2,2,1,104
2021-07-09 09:37:00,19.21,4,0,105
2021-07-09 09:37:00,19.21,21,0,106
2021-07-09 09:37:00,19.21,1,0,107
2021-07-09 09:37:00,19.21,4,0,108
2021-07-09 09:37:00,19.21,9,1,109
2021-07-09 09:37:00,19.21,2,1,110
2021-07-09 09:37:00,19.22,15,1,111
2021-07-09 09:37:00,19.25,2,0,112
2021-07-09 09:37:00,19.21,10,1,113
2021-07-09 09:37:00,19.23,10,1,114
2021-07-09 09:37:00,19.25,23,0,115
2021-07-09 09:37:00,19.26,25,0,116
2021-07-09 09:37:00,19.26,1,1,117
2021-07-09 09:38:00,19.27,10,0,118
2021-07-09 09:38:00,19.27,24,0,119
2021-07-09 09:38:00,19.26,8,1,120
2021-07-09 09:38:00,19.23,17,1,121
2021-07-09 09:38:00,19.23,3,0,122
2021-07-09 09:38:00,19.23,10,0,123
2021-07-09 09:38:00,19.23,4,1,124
2021-07-09 09:38:00,19.23,3,1,125
2021-07-09 09:38:00,19.25,5,0,126
2021-07-09 09:38:00,19.24,34,2,127
2021-07-09 09:39:00,19.25,2,1,128
2021-07-09 09:39:00,19.25,3,1,129
2021-07-09 09:39:00,19.26,17,0,130
2021-07-09 09:39:00,19.26,4,0,131
2021-07-09 09:39:00,19.25,4,1,132
2021-07-09 09:39:00,19.25,1,0,133
2021-07-09 09:39:00,19.24,17,1,134
2021-07-09 09:39:00,19.24,1,0,135
2021-07-09 09:40:00,19.24,53,0,136
2021-07-09 09:40:00,19.22,28,1,137
2021-07-09 09:40:00,19.25,63,0,138
2021-07-09 09:40:00,19.26,49,0,139
2021-07-09 09:40:00,19.26,6,0,140
2021-07-09 09:40:00,19.24,89,1,141
2021-07-09 09:40:00,19.28,1,0,142
2021-07-09 09:40:00,19.3,2,0,143
2021-07-09 09:40:00,19.3,1,0,144
2021-07-09 09:41:00,19.3,1,0,145
2021-07-09 09:41:00,19.31,8,1,146
2021-07-09 09:41:00,19.32,6,0,147
2021-07-09 09:41:00,19.33,10,0,148
2021-07-09 09:41:00,19.32,4,1,149
2021-07-09 09:41:00,19.33,1,0,150
2021-07-09 09:42:00,19.4,20,0,151
2021-07-09 09:42:00,19.38,18,0,152
2021-07-09 09:42:00,19.38,20,1,153
2021-07-09 09:42:00,19.38,5,0,154
2021-07-09 09:42:00,19.38,6,0,155
2021-07-09 09:42:00,19.38,5,0,156
2021-07-09 09:42:00,19.38,1,0,157
2021-07-09 09:43:00,19.36,1,1,158
2021-07-09 09:43:00,19.36,3,0,159
2021-07-09 09:43:00,19.35,1,1,160
2021-07-09 09:43:00,19.35,4,1,161
2021-07-09 09:43:00,19.33,1,1,162
2021-07-09 09:43:00,19.35,12,0,163
2021-07-09 09:43:00,19.33,5,1,164
2021-07-09 09:43:00,19.33,1,1,165
2021-07-09 09:43:00,19.35,10,0,166
2021-07-09 09:43:00,19.33,9,1,167
2021-07-09 09:44:00,19.33,5,1,168
2021-07-09 09:44:00,19.33,5,1,169
2021-07-09 09:44:00,19.32,2,1,170
2021-07-09 09:44:00,19.32,18,0,171
2021-07-09 09:44:00,19.32,1,1,172
2021-07-09 09:44:00,19.32,4,1,173
2021-07-09 09:44:00,19.32,29,1,174
2021-07-09 09:44:00,19.3,9,1,175
2021-07-09 09:44:00,19.3,14,1,176
2021-07-09 09:44:00,19.32,12,0,177
2021-07-09 09:45:00,19.32,90,0,178
2021-07-09 09:45:00,19.32,28,0,179
2021-07-09 09:45:00,19.32,24,0,180
2021-07-09 09:45:00,19.32,68,0,181
2021-07-09 09:45:00,19.32,25,0,182
2021-07-09 09:45:00,19.33,39,0,183
2021-07-09 09:45:00,19.34,13,0,184
2021-07-09 09:45:00,19.35,33,0,185
2021-07-09 09:45:00,19.35,23,0,186
2021-07-09 09:45:00,19.36,7,0,187
2021-07-09 09:45:00,19.36,2,0,188
2021-07-09 09:45:00,19.37,3,0,189
2021-07-09 09:45:00,19.35,19,1,190
2021-07-09 09:45:00,19.38,6,0,191
2021-07-09 09:45:00,19.4,3,0,192
2021-07-09 09:46:00,19.41,17,0,193
2021-07-09 09:46:00,19.4,1,1,194
2021-07-09 09:46:00,19.46,3,0,195
2021-07-09 09:46:00,19.41,1,1,196
2021-07-09 09:46:00,19.45,10,0,197
2021-07-09 09:46:00,19.45,8,0,198
2021-07-09 09:46:00,19.46,1,0,199
2021-07-09 09:46:00,19.46,25,0,200
2021-07-09 09:46:00,19.46,3,0,201
2021-07-09 09:46:00,19.44,23,1,202
2021-07-09 09:46:00,19.46,51,0,203
2021-07-09 09:46:00,19.47,17,0,204
2021-07-09 09:46:00,19.47,14,0,205
2021-07-09 09:47:00,19.48,5,0,206
2021-07-09 09:47:00,19.47,3,1,207
2021-07-09 09:47:00,19.48,9,0,208
2021-07-09 09:47:00,19.48,72,0,209
2021-07-09 09:47:00,19.48,12,1,210
2021-07-09 09:47:00,19.48,13,1,211
2021-07-09 09:47:00,19.47,25,1,212
2021-07-09 09:47:00,19.48,21,0,213
2021-07-09 09:47:00,19.46,21,1,214
2021-07-09 09:47:00,19.48,28,0,215
2021-07-09 09:47:00,19.48,2,1,216
2021-07-09 09:47:00,19.45,11,1,217
2021-07-09 09:47:00,19.49,23,0,218
2021-07-09 09:47:00,19.41,11,1,219
2021-07-09 09:47:00,19.48,1,0,220
2021-07-09 09:47:00,19.48,5,0,221
2021-07-09 09:47:00,19.4,61,1,222
2021-07-09 09:48:00,19.4,55,0,223
2021-07-09 09:48:00,19.4,12,0,224
2021-07-09 09:48:00,19.4,51,0,225
2021-07-09 09:48:00,19.42,2,1,226
2021-07-09 09:48:00,19.42,1,1,227
2021-07-09 09:48:00,19.42,3,1,228
2021-07-09 09:48:00,19.45,1,0,229
2021-07-09 09:48:00,19.44,10,1,230
2021-07-09 09:48:00,19.44,12,1,231
2021-07-09 09:48:00,19.44,3,0,232
2021-07-09 09:48:00,19.44,5,0,233
2021-07-09 09:48:00,19.44,18,1,234
2021-07-09 09:49:00,19.44,1,0,235
2021-07-09 09:49:00,19.43,9,0,236
2021-07-09 09:49:00,19.43,6,0,237
2021-07-09 09:49:00,19.42,4,1,238
2021-07-09 09:50:00,19.4,2,1,239
2021-07-09 09:50:00,19.4,21,1,240
2021-07-09 09:50:00,19.4,12,1,241
2021-07-09 09:50:00,19.4,28,1,242
2021-07-09 09:50:00,19.39,3,1,243
2021-07-09 09:50:00,19.39,5,0,244
2021-07-09 09:50:00,19.4,2,1,245
2021-07-09 09:50:00,19.4,3,1,246
2021-07-09 09:50:00,19.4,2,0,247
2021-07-09 09:50:00,19.38,2,1,248
2021-07-09 09:51:00,19.38,5,1,249
2021-07-09 09:51:00,19.38,16,1,250
2021-07-09 09:51:00,19.38,1,0,251
2021-07-09 09:51:00,19.38,1,0,252
2021-07-09 09:51:00,19.37,8,1,253
2021-07-09 09:51:00,19.37,23,1,254
2021-07-09 09:52:00,19.37,5,0,255
2021-07-09 09:52:00,19.36,2,1,256
2021-07-09 09:52:00,19.35,1,1,257
2021-07-09 09:52:00,19.35,2,1,258
2021-07-09 09:52:00,19.35,11,0,259
2021-07-09 09:52:00,19.34,4,0,260
2021-07-09 09:52:00,19.34,57,1,261
2021-07-09 09:53:00,19.33,5,1,262
2021-07-09 09:53:00,19.33,25,1,263
2021-07-09 09:53:00,19.33,5,1,264
2021-07-09 09:53:00,19.33,1,2,265
2021-07-09 09:53:00,19.33,1,0,266
2021-07-09 09:53:00,19.33,1,1,267
2021-07-09 09:53:00,19.33,4,0,268
2021-07-09 09:53:00,19.33,2,1,269
2021-07-09 09:54:00,19.33,6,1,270
2021-07-09 09:54:00,19.32,2,1,271
2021-07-09 09:54:00,19.33,2,0,272
2021-07-09 09:54:00,19.33,13,0,273
2021-07-09 09:54:00,19.34,12,0,274
2021-07-09 09:54:00,19.34,23,0,275
2021-07-09 09:54:00,19.35,31,0,276
2021-07-09 09:54:00,19.35,23,0,277
2021-07-09 09:54:00,19.35,11,0,278
2021-07-09 09:54:00,19.35,11,0,279
2021-07-09 09:54:00,19.35,42,0,280
2021-07-09 09:54:00,19.38,19,0,281
2021-07-09 09:55:00,19.35,23,1,282
2021-07-09 09:55:00,19.39,13,0,283
2021-07-09 09:55:00,19.43,5,0,284
2021-07-09 09:55:00,19.41,5,1,285
2021-07-09 09:55:00,19.41,5,0,286
2021-07-09 09:55:00,19.41,5,0,287
2021-07-09 09:55:00,19.41,5,0,288
2021-07-09 09:56:00,19.41,11,0,289
2021-07-09 09:56:00,19.41,1,1,290
2021-07-09 09:56:00,19.41,1,1,291
2021-07-09 09:56:00,19.41,10,1,292
2021-07-09 09:57:00,19.4,8,1,293
2021-07-09 09:57:00,19.4,4,1,294
2021-07-09 09:57:00,19.39,9,1,295
2021-07-09 09:57:00,19.4,9,0,296
2021-07-09 09:58:00,19.39,8,1,297
2021-07-09 09:58:00,19.39,2,0,298
2021-07-09 09:58:00,19.39,5,0,299
2021-07-09 09:58:00,19.38,10,1,300
2021-07-09 09:58:00,19.38,22,1,301
2021-07-09 09:58:00,19.38,4,1,302
2021-07-09 09:59:00,19.39,2,0,303
2021-07-09 09:59:00,19.35,5,1,304
2021-07-09 09:59:00,19.35,43,0,305
2021-07-09 09:59:00,19.35,7,1,306
2021-07-09 09:59:00,19.34,3,1,307
2021-07-09 09:59:00,19.34,1,1,308
2021-07-09 10:00:00,19.35,10,0,309
2021-07-09 10:00:00,19.35,17,0,310
2021-07-09 10:00:00,19.35,1,1,311
2021-07-09 10:00:00,19.36,5,0,312
2021-07-09 10:00:00,19.37,2,0,313
2021-07-09 10:01:00,19.36,8,1,314
