datetime,price,vol,B/S,order
2021-07-14 09:25:00,19.58,111,2,0
2021-07-14 09:30:00,19.58,113,1,1
2021-07-14 09:30:00,19.58,52,1,2
2021-07-14 09:30:00,19.58,108,1,3
2021-07-14 09:30:00,19.59,71,0,4
2021-07-14 09:30:00,19.58,33,1,5
2021-07-14 09:30:00,19.46,17,1,6
2021-07-14 09:30:00,19.43,52,1,7
2021-07-14 09:30:00,19.44,6,1,8
2021-07-14 09:30:00,19.46,9,1,9
2021-07-14 09:31:00,19.5,1,0,10
2021-07-14 09:31:00,19.51,8,1,11
2021-07-14 09:31:00,19.52,23,1,12
2021-07-14 09:31:00,19.52,2,0,13
2021-07-14 09:31:00,19.52,5,0,14
2021-07-14 09:32:00,19.51,14,0,15
2021-07-14 09:32:00,19.5,4,1,16
2021-07-14 09:32:00,19.5,1,0,17
2021-07-14 09:32:00,19.48,73,1,18
2021-07-14 09:32:00,19.51,97,0,19
2021-07-14 09:32:00,19.52,71,0,20
2021-07-14 09:32:00,19.51,9,0,21
2021-07-14 09:32:00,19.49,1,1,22
2021-07-14 09:32:00,19.49,13,1,23
2021-07-14 09:32:00,19.49,18,1,24
2021-07-14 09:32:00,19.49,114,0,25
2021-07-14 09:33:00,19.49,7,0,26
2021-07-14 09:33:00,19.52,5,0,27
2021-07-14 09:33:00,19.52,1,0,28
2021-07-14 09:33:00,19.5,2,1,29
2021-07-14 09:33:00,19.56,2,0,30
2021-07-14 09:33:00,19.55,17,0,31
2021-07-14 09:33:00,19.55,2,0,32
2021-07-14 09:33:00,19.55,7,0,33
2021-07-14 09:33:00,19.56,14,0,34
2021-07-14 09:33:00,19.57,5,0,35
2021-07-14 09:33:00,19.57,12,0,36
2021-07-14 09:33:00,19.58,22,0,37
2021-07-14 09:33:00,19.59,27,0,38
2021-07-14 09:33:00,19.6,34,0,39
2021-07-14 09:34:00,19.6,12,0,40
2021-07-14 09:34:00,19.6,7,0,41
2021-07-14 09:34:00,19.6,11,0,42
2021-07-14 09:34:00,19.6,2,0,43
2021-07-14 09:34:00,19.61,7,0,44
2021-07-14 09:34:00,19.6,1,1,45
2021-07-14 09:34:00,19.59,7,0,46
2021-07-14 09:34:00,19.59,3,1,47
2021-07-14 09:34:00,19.59,2,1,48
2021-07-14 09:34:00,19.56,1,1,49
2021-07-14 09:35:00,19.56,7,1,50
2021-07-14 09:35:00,19.56,3,1,51
2021-07-14 09:35:00,19.56,9,0,52
2021-07-14 09:35:00,19.55,10,1,53
2021-07-14 09:35:00,19.56,8,0,54
2021-07-14 09:35:00,19.56,11,1,55
2021-07-14 09:36:00,19.58,15,0,56
2021-07-14 09:36:00,19.56,5,1,57
2021-07-14 09:36:00,19.58,27,0,58
2021-07-14 09:36:00,19.58,2,1,59
2021-07-14 09:36:00,19.58,62,0,60
2021-07-14 09:36:00,19.58,10,0,61
2021-07-14 09:36:00,19.58,7,0,62
2021-07-14 09:37:00,19.58,2,0,63
2021-07-14 09:37:00,19.59,33,0,64
2021-07-14 09:37:00,19.56,1,1,65
2021-07-14 09:37:00,19.58,7,2,66
2021-07-14 09:37:00,19.58,26,0,67
2021-07-14 09:37:00,19.58,2,0,68
2021-07-14 09:37:00,19.59,22,0,69
2021-07-14 09:37:00,19.57,51,1,70
2021-07-14 09:37:00,19.57,1,0,71
2021-07-14 09:37:00,19.57,6,0,72
2021-07-14 09:37:00,19.57,3,0,73
2021-07-14 09:38:00,19.57,8,1,74
2021-07-14 09:38:00,19.57,5,1,75
2021-07-14 09:38:00,19.57,29,1,76
2021-07-14 09:38:00,19.57,9,0,77
2021-07-14 09:38:00,19.56,13,1,78
2021-07-14 09:38:00,19.56,1,0,79
2021-07-14 09:38:00,19.56,8,0,80
2021-07-14 09:38:00,19.5,131,1,81
2021-07-14 09:39:00,19.49,29,1,82
2021-07-14 09:39:00,19.5,24,1,83
2021-07-14 09:39:00,19.5,26,0,84
2021-07-14 09:39:00,19.5,7,1,85
2021-07-14 09:39:00,19.5,5,0,86
2021-07-14 09:39:00,19.49,5,1,87
2021-07-14 09:39:00,19.49,40,1,88
2021-07-14 09:40:00,19.5,5,0,89
2021-07-14 09:40:00,19.55,10,0,90
2021-07-14 09:40:00,19.56,2,0,91
2021-07-14 09:40:00,19.55,11,1,92
2021-07-14 09:40:00,19.55,2,1,93
2021-07-14 09:41:00,19.55,2,1,94
2021-07-14 09:41:00,19.56,12,0,95
2021-07-14 09:41:00,19.55,2,1,96
2021-07-14 09:41:00,19.55,29,1,97
2021-07-14 09:41:00,19.55,53,1,98
2021-07-14 09:42:00,19.55,8,0,99
2021-07-14 09:42:00,19.55,38,1,100
2021-07-14 09:42:00,19.53,3,1,101
2021-07-14 09:43:00,19.52,2,1,102
2021-07-14 09:43:00,19.54,7,1,103
2021-07-14 09:43:00,19.54,3,1,104
2021-07-14 09:43:00,19.52,23,1,105
2021-07-14 09:44:00,19.51,13,1,106
2021-07-14 09:44:00,19.51,8,1,107
2021-07-14 09:44:00,19.51,4,1,108
2021-07-14 09:44:00,19.52,1,0,109
2021-07-14 09:44:00,19.52,10,0,110
2021-07-14 09:44:00,19.51,1,1,111
2021-07-14 09:45:00,19.51,29,1,112
2021-07-14 09:45:00,19.51,10,0,113
2021-07-14 09:45:00,19.5,56,1,114
2021-07-14 09:45:00,19.5,2,1,115
2021-07-14 09:45:00,19.5,1,1,116
2021-07-14 09:45:00,19.5,5,1,117
2021-07-14 09:46:00,19.5,1,0,118
2021-07-14 09:46:00,19.5,2,0,119
2021-07-14 09:46:00,19.49,6,1,120
2021-07-14 09:46:00,19.49,10,1,121
2021-07-14 09:46:00,19.49,6,1,122
2021-07-14 09:46:00,19.49,8,1,123
2021-07-14 09:46:00,19.49,2,1,124
2021-07-14 09:46:00,19.49,3,1,125
2021-07-14 09:46:00,19.49,3,0,126
2021-07-14 09:46:00,19.48,2,1,127
2021-07-14 09:47:00,19.48,27,1,128
2021-07-14 09:47:00,19.48,1,1,129
2021-07-14 09:47:00,19.47,10,1,130
2021-07-14 09:47:00,19.47,4,1,131
2021-07-14 09:47:00,19.47,13,1,132
2021-07-14 09:47:00,19.48,11,0,133
2021-07-14 09:47:00,19.48,1,1,134
2021-07-14 09:47:00,19.48,4,1,135
2021-07-14 09:47:00,19.49,2,0,136
2021-07-14 09:48:00,19.49,9,0,137
2021-07-14 09:48:00,19.49,2,0,138
