datetime,price,vol,B/S,order
2021-07-12 09:25:00,19.7,58,2,0
2021-07-12 09:30:00,19.7,30,0,1
2021-07-12 09:30:00,19.74,36,0,2
2021-07-12 09:30:00,19.65,11,1,3
2021-07-12 09:30:00,19.7,36,0,4
2021-07-12 09:30:00,19.7,28,0,5
2021-07-12 09:30:00,19.7,3,1,6
2021-07-12 09:30:00,19.73,7,0,7
2021-07-12 09:30:00,19.73,2,1,8
2021-07-12 09:30:00,19.7,27,1,9
2021-07-12 09:30:00,19.73,2,0,10
2021-07-12 09:30:00,19.71,4,1,11
2021-07-12 09:30:00,19.72,4,0,12
2021-07-12 09:30:00,19.71,1,1,13
2021-07-12 09:30:00,19.71,8,1,14
2021-07-12 09:30:00,19.71,42,0,15
2021-07-12 09:30:00,19.69,4,1,16
2021-07-12 09:30:00,19.69,1,0,17
2021-07-12 09:30:00,19.67,1,1,18
2021-07-12 09:31:00,19.67,9,0,19
2021-07-12 09:31:00,19.67,26,0,20
2021-07-12 09:31:00,19.67,9,0,21
2021-07-12 09:31:00,19.67,2,1,22
2021-07-12 09:31:00,19.69,24,0,23
2021-07-12 09:31:00,19.69,3,1,24
2021-07-12 09:31:00,19.69,26,1,25
2021-07-12 09:31:00,19.69,1,0,26
2021-07-12 09:31:00,19.69,8,0,27
2021-07-12 09:31:00,19.65,3,1,28
2021-07-12 09:31:00,19.65,86,1,29
2021-07-12 09:31:00,19.69,1,0,30
2021-07-12 09:31:00,19.66,17,1,31
2021-07-12 09:32:00,19.66,5,0,32
2021-07-12 09:32:00,19.66,5,0,33
2021-07-12 09:32:00,19.66,9,0,34
2021-07-12 09:32:00,19.65,1,1,35
2021-07-12 09:32:00,19.65,14,1,36
2021-07-12 09:32:00,19.65,10,1,37
2021-07-12 09:32:00,19.65,3,1,38
2021-07-12 09:32:00,19.65,5,1,39
2021-07-12 09:32:00,19.65,58,1,40
2021-07-12 09:32:00,19.65,33,1,41
2021-07-12 09:32:00,19.63,8,1,42
2021-07-12 09:32:00,19.63,1,1,43
2021-07-12 09:32:00,19.63,17,1,44
2021-07-12 09:33:00,19.63,2,0,45
2021-07-12 09:33:00,19.63,10,0,46
2021-07-12 09:33:00,19.65,7,0,47
2021-07-12 09:33:00,19.66,39,0,48
2021-07-12 09:33:00,19.66,8,0,49
2021-07-12 09:33:00,19.64,4,1,50
2021-07-12 09:33:00,19.64,7,1,51
2021-07-12 09:33:00,19.66,11,0,52
2021-07-12 09:33:00,19.68,6,0,53
2021-07-12 09:33:00,19.68,4,0,54
2021-07-12 09:33:00,19.68,33,0,55
2021-07-12 09:33:00,19.68,4,1,56
2021-07-12 09:33:00,19.69,7,1,57
2021-07-12 09:33:00,19.69,82,1,58
2021-07-12 09:34:00,19.69,89,0,59
2021-07-12 09:34:00,19.7,8,0,60
2021-07-12 09:34:00,19.7,2,0,61
2021-07-12 09:34:00,19.7,39,0,62
2021-07-12 09:34:00,19.74,5,0,63
2021-07-12 09:34:00,19.74,25,0,64
2021-07-12 09:34:00,19.74,16,1,65
2021-07-12 09:34:00,19.74,9,1,66
2021-07-12 09:34:00,19.74,1,1,67
2021-07-12 09:34:00,19.74,5,1,68
2021-07-12 09:34:00,19.74,2,0,69
2021-07-12 09:34:00,19.74,1,0,70
2021-07-12 09:34:00,19.74,1,0,71
2021-07-12 09:34:00,19.7,10,1,72
2021-07-12 09:34:00,19.75,41,0,73
2021-07-12 09:34:00,19.74,41,1,74
2021-07-12 09:35:00,19.7,9,1,75
2021-07-12 09:35:00,19.7,4,1,76
2021-07-12 09:35:00,19.71,2,0,77
2021-07-12 09:35:00,19.71,1,1,78
2021-07-12 09:35:00,19.71,4,1,79
2021-07-12 09:36:00,19.71,52,1,80
2021-07-12 09:36:00,19.71,1,0,81
2021-07-12 09:36:00,19.71,15,0,82
2021-07-12 09:36:00,19.71,2,0,83
2021-07-12 09:36:00,19.71,6,0,84
2021-07-12 09:36:00,19.71,3,1,85
2021-07-12 09:36:00,19.72,15,0,86
2021-07-12 09:36:00,19.73,26,0,87
2021-07-12 09:36:00,19.72,18,1,88
2021-07-12 09:37:00,19.73,20,0,89
2021-07-12 09:37:00,19.74,10,0,90
2021-07-12 09:37:00,19.75,47,0,91
2021-07-12 09:37:00,19.75,11,0,92
2021-07-12 09:37:00,19.75,5,0,93
2021-07-12 09:37:00,19.74,15,1,94
2021-07-12 09:37:00,19.74,1,0,95
2021-07-12 09:37:00,19.73,10,1,96
2021-07-12 09:37:00,19.73,3,1,97
2021-07-12 09:37:00,19.74,66,0,98
2021-07-12 09:37:00,19.73,17,1,99
2021-07-12 09:37:00,19.74,24,0,100
2021-07-12 09:37:00,19.74,11,0,101
2021-07-12 09:37:00,19.74,10,0,102
2021-07-12 09:38:00,19.74,7,0,103
2021-07-12 09:38:00,19.74,6,1,104
2021-07-12 09:38:00,19.74,2,1,105
2021-07-12 09:38:00,19.74,20,0,106
2021-07-12 09:38:00,19.74,1,1,107
2021-07-12 09:38:00,19.75,2,0,108
2021-07-12 09:38:00,19.75,42,0,109
2021-07-12 09:38:00,19.74,50,1,110
